sample	PI	Race	feature	cutoff	genetic_load	n_del	feature_bp	genetic_load_per_kb	n_del_per_kb
PI597968_PI597968	PI597968	Milo/Durra-Bicolor	downstream_2kb	5%	4961.25254	733	34254144	0.14483656459201	0.0213988707468504
PI597971_PI597971	PI597971	Milo/Durra-Bicolor	downstream_2kb	5%	4730.75228	694	34254144	0.138107444167923	0.0202603223715064
PI597972_PI597972	PI597972	Guinea	downstream_2kb	5%	4616.3204	690	34254144	0.134766771576601	0.0201435481791634
PI597973_PI597973	PI597973	Guinea	downstream_2kb	5%	4485.72331	667	34254144	0.130954179149828	0.0194720965731913
PI597976_PI597976	PI597976	Caudatum	downstream_2kb	5%	4194.41327	624	34254144	0.122449805489228	0.0182167740055043
PI597980_PI597980	PI597980	Milo/Durra-Bicolor	downstream_2kb	5%	4271.17256	636	34254144	0.12469068151287	0.0185670965825332
PI597982_PI597982	PI597982	Milo/Durra-Bicolor	downstream_2kb	5%	4600.23396	687	34254144	0.134297151316933	0.0200559675349061
PI598069_PI598069	PI598069	Guinea	downstream_2kb	5%	5057.58018	746	34254144	0.147648710182336	0.021778386871965
PI598070_PI598070	PI598070	Guinea	downstream_2kb	5%	4992.89537	735	34254144	0.145760331071184	0.0214572578430219
PI601816_PI601816	PI601816	Bicolor	downstream_2kb	5%	4711.45491	701	34254144	0.1375440854689	0.0204646772081066
PI607931_PI607931	PI607931	Milo/Durra-Bicolor	downstream_2kb	5%	4691.18456	696	34254144	0.13695232203146	0.0203187094676778
PI609456_PI609456	PI609456	Caudatum	downstream_2kb	5%	2343.30608	349	34254144	0.0684094187260963	0.0101885482819247
PI613536_PI613536	PI613536	Guinea	downstream_2kb	5%	4815.01339	713	34254144	0.140567324934466	0.0208149997851355
PI629034_PI629034	PI629034	Milo/Durra-Bicolor	downstream_2kb	5%	4550.40425	679	34254144	0.132842445281949	0.0198224191502202
PI629040_PI629040	PI629040	Guinea	downstream_2kb	5%	5215.73824	777	34254144	0.152265905112094	0.0226833868626231
PI629059_PI629059	PI629059	Durra	downstream_2kb	5%	4493.77811	663	34254144	0.131189327340949	0.0193553223808483
PI641824_PI641824	PI641824	Durra	downstream_2kb	5%	4729.39949	706	34254144	0.138067951428008	0.0206106449485353
PI641836_PI641836	PI641836	Durra	downstream_2kb	5%	4955.20934	737	34254144	0.144660142142218	0.0215156449391933
PI641849_PI641849	PI641849	Durra	downstream_2kb	5%	5369.73233	795	34254144	0.156761538983429	0.0232088707281665
PI641874_PI641874	PI641874	Guinea	downstream_2kb	5%	6093.99672	899	34254144	0.177905386279686	0.0262449997290839
PI642791_PI642791	PI642791	Bicolor	downstream_2kb	5%	4925.33241	722	34254144	0.143787928549608	0.0210777417179072
PI642793_PI642793	PI642793	Durra	downstream_2kb	5%	5201.55216	764	34254144	0.151851763103466	0.0223038707375084
PI642992_PI642992	PI642992	Milo/Durra-Bicolor	downstream_2kb	5%	4814.49944	713	34254144	0.140552320910428	0.0208149997851355
PI642998_PI642998	PI642998	Guinea	downstream_2kb	5%	4042.79325	602	34254144	0.118023479144596	0.0175745159476179
PI651492_PI651492	PI651492	Bicolor	downstream_2kb	5%	4336.70862	642	34254144	0.126603911631831	0.0187422578710477
PI651496_PI651496	PI651496	Milo/Durra-Bicolor	downstream_2kb	5%	4303.67727	645	34254144	0.125639609327269	0.0188298385153049
PI653616_PI653616	PI653616	Milo/Durra-Bicolor	downstream_2kb	5%	4841.1637	724	34254144	0.141330745266908	0.0211361288140787
PI653617_PI653617	PI653617	Milo/Durra-Bicolor	downstream_2kb	5%	4904.21172	729	34254144	0.143171340670489	0.0212820965545074
PI655970_PI655970	PI655970	Durra	downstream_2kb	5%	4873.79312	722	34254144	0.142283313808688	0.0210777417179072
PI655971_PI655971	PI655971	Guinea	downstream_2kb	5%	6218.84081	919	34254144	0.181550028224322	0.0268288706907988
PI655972_PI655972	PI655972	Durra	downstream_2kb	5%	4714.12757	697	34254144	0.137622109897127	0.0203479030157636
PI655973_PI655973	PI655973	Kafir	downstream_2kb	5%	5194.28211	764	34254144	0.151639524549205	0.0223038707375084
PI655974_PI655974	PI655974	Durra	downstream_2kb	5%	4862.03385	720	34254144	0.14194001899449	0.0210193546217357
PI655975_PI655975	PI655975	Durra	downstream_2kb	5%	5147.2747	763	34254144	0.150267211464984	0.0222746771894227
PI655976_PI655976	PI655976	Durra	downstream_2kb	5%	4860.84773	720	34254144	0.141905391943235	0.0210193546217357
PI655977_PI655977	PI655977	Bicolor	downstream_2kb	5%	4610.19244	693	34254144	0.134587874681674	0.0202311288234206
PI655978_PI655978	PI655978	Caudatum	downstream_2kb	5%	5301.38933	793	34254144	0.154766364326605	0.023150483631995
PI655979_PI655979	PI655979	Caudatum	downstream_2kb	5%	4614.1053	693	34254144	0.134702104948236	0.0202311288234206
PI655980_PI655980	PI655980	Guinea	downstream_2kb	5%	3828.83255	569	34254144	0.111777207160687	0.0166111288607883
PI655981_PI655981	PI655981	Caudatum	downstream_2kb	5%	4941.49039	735	34254144	0.144259637315707	0.0214572578430219
PI655982_PI655982	PI655982	Durra	downstream_2kb	5%	4561.87613	674	34254144	0.133177350162363	0.0196764514097915
PI655983_PI655983	PI655983	Durra	downstream_2kb	5%	4918.7218	732	34254144	0.143594941388697	0.0213696771987646
PI655984_PI655984	PI655984	Kafir	downstream_2kb	5%	5254.25031	773	34254144	0.15339020907952	0.0225666126702801
PI655985_PI655985	PI655985	Durra	downstream_2kb	5%	5216.21868	767	34254144	0.152279930860336	0.0223914513817657
PI655986_PI655986	PI655986	Guinea	downstream_2kb	5%	5245.50087	769	34254144	0.153134781882157	0.0224498384779372
PI655987_PI655987	PI655987	Durra	downstream_2kb	5%	4868.67201	719	34254144	0.142133810437651	0.02099016107365
PI655988_PI655988	PI655988	Durra	downstream_2kb	5%	4876.7179	720	34254144	0.142368698514259	0.0210193546217357
PI655989_PI655989	PI655989	Durra	downstream_2kb	5%	4767.52175	703	34254144	0.139180875458455	0.020523064304278
PI655990_PI655990	PI655990	Guinea	downstream_2kb	5%	6098.84611	899	34254144	0.178046957179838	0.0262449997290839
PI655991_PI655991	PI655991	Durra	downstream_2kb	5%	5131.78343	754	34254144	0.149814966329329	0.022011935256651
PI655992_PI655992	PI655992	Durra	downstream_2kb	5%	4732.85388	700	34254144	0.13816879732858	0.0204354836600208
PI655993_PI655993	PI655993	Durra	downstream_2kb	5%	5100.61675	756	34254144	0.148905100358076	0.0220703223528225
PI655994_PI655994	PI655994	Durra	downstream_2kb	5%	4926.26067	723	34254144	0.143815027752555	0.0211069352659929
PI655995_PI655995	PI655995	Guinea	downstream_2kb	5%	4354.73097	649	34254144	0.127130047973174	0.0189466127076479
PI655996_PI655996	PI655996	Caudatum	downstream_2kb	5%	5267.38741	785	34254144	0.153773727640078	0.0229169352473091
PI655997_PI655997	PI655997	Guinea	downstream_2kb	5%	5529.66644	822	34254144	0.161430583114265	0.0239970965264816
PI655998_PI655998	PI655998	Caudatum	downstream_2kb	5%	5150.24436	770	34254144	0.150353906376992	0.0224790320260229
PI655999_PI655999	PI655999	Guinea	downstream_2kb	5%	3925.10498	581	34254144	0.114587740975223	0.0169614514378173
PI656000_PI656000	PI656000	Bicolor	downstream_2kb	5%	4384.86927	652	34254144	0.128009891883446	0.0190341933519051
PI656001_PI656001	PI656001	Bicolor	downstream_2kb	5%	4646.08274	691	34254144	0.135635639880535	0.0201727417272491
PI656002_PI656002	PI656002	Durra	downstream_2kb	5%	4716.89132	698	34254144	0.137702793565649	0.0203770965638493
PI656003_PI656003	PI656003	Durra	downstream_2kb	5%	5226.85881	775	34254144	0.15259055400713	0.0226249997664516
PI656004_PI656004	PI656004	Caudatum	downstream_2kb	5%	5198.71114	779	34254144	0.151768823649483	0.0227417739587946
PI656005_PI656005	PI656005	Durra	downstream_2kb	5%	4658.54631	691	34254144	0.13599949571065	0.0201727417272491
PI656006_PI656006	PI656006	Durra	downstream_2kb	5%	4913.80978	734	34254144	0.143451542096629	0.0214280642949361
PI656007_PI656007	PI656007	Durra	downstream_2kb	5%	4413.32291	663	34254144	0.128840554591001	0.0193553223808483
PI656008_PI656008	PI656008	Bicolor	downstream_2kb	5%	4632.26224	687	34254144	0.135232170449216	0.0200559675349061
PI656009_PI656009	PI656009	Milo/Durra-Bicolor	downstream_2kb	5%	4081.71144	602	34254144	0.119159639195771	0.0175745159476179
PI656010_PI656010	PI656010	Caudatum	downstream_2kb	5%	5368.90279	796	34254144	0.15673732176755	0.0232380642762522
PI656011_PI656011	PI656011	Bicolor	downstream_2kb	5%	4606.13019	679	34254144	0.134469283190962	0.0198224191502202
PI656012_PI656012	PI656012	Guinea	downstream_2kb	5%	5923.9971	874	34254144	0.172942494198658	0.0255151610269403
PI656013_PI656013	PI656013	Guinea	downstream_2kb	5%	4932.00134	733	34254144	0.143982618278244	0.0213988707468504
PI656014_PI656014	PI656014	Caudatum	downstream_2kb	5%	4435.18399	660	34254144	0.129478757081187	0.0192677417365911
PI656015_PI656015	PI656015	Kafir	downstream_2kb	5%	5128.71157	753	34254144	0.149725287836707	0.0219827417085653
PI656016_PI656016	PI656016	Bicolor	downstream_2kb	5%	4529.78918	674	34254144	0.132240618244613	0.0196764514097915
PI656017_PI656017	PI656017	Guinea	downstream_2kb	5%	6158.36642	910	34254144	0.179784566211901	0.0265661287580271
PI656018_PI656018	PI656018	Durra	downstream_2kb	5%	5507.9331	818	34254144	0.160796109807911	0.0238803223341386
PI656019_PI656019	PI656019	Durra	downstream_2kb	5%	5177.3177	756	34254144	0.151144273230124	0.0220703223528225
PI656020_PI656020	PI656020	Durra	downstream_2kb	5%	5117.4931	754	34254144	0.149397780893313	0.022011935256651
PI656021_PI656021	PI656021	Guinea	downstream_2kb	5%	6056.57696	893	34254144	0.176812970716769	0.0260698384405694
PI656022_PI656022	PI656022	Durra	downstream_2kb	5%	4792.48234	711	34254144	0.139909563642869	0.020756612688964
PI656023_PI656023	PI656023	Durra	downstream_2kb	5%	4514.11179	668	34254144	0.131782939605789	0.019501290121277
PI656024_PI656024	PI656024	Bicolor	downstream_2kb	5%	4699.0972	700	34254144	0.137183320067785	0.0204354836600208
PI656025_PI656025	PI656025	Guinea	downstream_2kb	5%	5606.45545	831	34254144	0.163672326770157	0.0242598384592533
PI656026_PI656026	PI656026	Bicolor	downstream_2kb	5%	4507.10037	671	34254144	0.13157825137887	0.0195888707655342
PI656027_PI656027	PI656027	Milo/Durra-Bicolor	downstream_2kb	5%	4831.12372	725	34254144	0.141037642627999	0.0211653223621644
PI656028_PI656028	PI656028	Durra	downstream_2kb	5%	4450.83204	658	34254144	0.12993557918131	0.0192093546404196
PI656029_PI656029	PI656029	Guinea	downstream_2kb	5%	5220.09375	777	34254144	0.152393057902717	0.0226833868626231
PI656031_PI656031	PI656031	Milo/Durra-Bicolor	downstream_2kb	5%	4347.01821	644	34254144	0.12690488514324	0.0188006449672192
PI656032_PI656032	PI656032	Caudatum	downstream_2kb	5%	5012.04195	743	34254144	0.146319287675091	0.0216908062277078
PI656033_PI656033	PI656033	Guinea	downstream_2kb	5%	6137.68304	905	34254144	0.179180744963296	0.0264201610175983
PI656034_PI656034	PI656034	Bicolor	downstream_2kb	5%	4870.12842	726	34254144	0.142176328213019	0.0211945159102502
PI656035_PI656035	PI656035	Milo/Durra-Bicolor	downstream_2kb	5%	4311.96919	642	34254144	0.125881679892512	0.0187422578710477
PI656036_PI656036	PI656036	Bicolor	downstream_2kb	5%	4613.7346	682	34254144	0.134691282899961	0.0199099997944774
PI656037_PI656037	PI656037	Bicolor	downstream_2kb	5%	4720.11358	702	34254144	0.137796862767903	0.0204938707561923
PI656038_PI656038	PI656038	Durra	downstream_2kb	5%	4526.87488	669	34254144	0.132155539487427	0.0195304836693628
PI656039_PI656039	PI656039	Bicolor	downstream_2kb	5%	4549.13427	673	34254144	0.132805370059751	0.0196472578617057
PI656040_PI656040	PI656040	Caudatum	downstream_2kb	5%	5378.23845	802	34254144	0.157009862806672	0.0234132255647667
PI656041_PI656041	PI656041	Guinea	downstream_2kb	5%	6262.81803	925	34254144	0.18283387931107	0.0270040319793132
PI656042_PI656042	PI656042	Durra	downstream_2kb	5%	5231.77224	779	34254144	0.152733994462101	0.0227417739587946
PI656043_PI656043	PI656043	Bicolor	downstream_2kb	5%	4859.48656	723	34254144	0.141865654561387	0.0211069352659929
PI656044_PI656044	PI656044	Bicolor	downstream_2kb	5%	4639.73214	690	34254144	0.135450243334062	0.0201435481791634
PI656046_PI656046	PI656046	Guinea	downstream_2kb	5%	5700.30609	849	34254144	0.166412159941874	0.0247853223247967
PI656047_PI656047	PI656047	Guinea	downstream_2kb	5%	5741.82775	848	34254144	0.167624324519684	0.0247561287767109
PI656048_PI656048	PI656048	Bicolor	downstream_2kb	5%	4623.69183	683	34254144	0.134981969772767	0.0199391933425632
PI656049_PI656049	PI656049	Durra	downstream_2kb	5%	5005.52155	741	34254144	0.146128934064153	0.0216324191315363
PI656050_PI656050	PI656050	Milo/Durra-Bicolor	downstream_2kb	5%	4276.18526	637	34254144	0.12483702001136	0.0185962901306189
PI656051_PI656051	PI656051	Bicolor	downstream_2kb	5%	4789.86575	716	34254144	0.139833176096883	0.0209025804293927
PI656052_PI656052	PI656052	Durra	downstream_2kb	5%	5180.7929	763	34254144	0.151245726648431	0.0222746771894227
PI656053_PI656053	PI656053	Bicolor	downstream_2kb	5%	4323.37515	642	34254144	0.126214660334236	0.0187422578710477
PI656054_PI656054	PI656054	Caudatum	downstream_2kb	5%	4293.68055	635	34254144	0.125347769601249	0.0185379030344475
PI656055_PI656055	PI656055	Bicolor	downstream_2kb	5%	4456.06933	666	34254144	0.130088474258764	0.0194429030251055
PI656056_PI656056	PI656056	Bicolor	downstream_2kb	5%	4844.12084	724	34254144	0.141417074675695	0.0211361288140787
PI656057_PI656057	PI656057	Milo/Durra-Bicolor	downstream_2kb	5%	4683.98051	694	34254144	0.136742010251373	0.0202603223715064
PI656058_PI656058	PI656058	Durra	downstream_2kb	5%	4523.77973	675	34254144	0.132065181077069	0.0197056449578772
PI656059_PI656059	PI656059	Bicolor	downstream_2kb	5%	4489.76952	668	34254144	0.131072302376028	0.019501290121277
PI656060_PI656060	PI656060	Durra	downstream_2kb	5%	4707.74659	697	34254144	0.137435826450662	0.0203479030157636
PI656061_PI656061	PI656061	Durra	downstream_2kb	5%	4512.13972	667	34254144	0.131725367885416	0.0194720965731913
PI656062_PI656062	PI656062	Bicolor	downstream_2kb	5%	4638.69311	684	34254144	0.135419910361794	0.0199683868906489
PI656063_PI656063	PI656063	Durra	downstream_2kb	5%	4562.8202	673	34254144	0.133204910915304	0.0196472578617057
PI656064_PI656064	PI656064	Guinea	downstream_2kb	5%	6088.99637	905	34254144	0.177759408321516	0.0264201610175983
PI656065_PI656065	PI656065	Kafir	downstream_2kb	5%	5024.49972	736	34254144	0.146682974182627	0.0214864513911076
PI656066_PI656066	PI656066	Guinea	downstream_2kb	5%	4662.6429	697	34254144	0.136119089707803	0.0203479030157636
PI656067_PI656067	PI656067	Guinea	downstream_2kb	5%	5784.81827	857	34254144	0.168879370332536	0.0250188707094826
PI656068_PI656068	PI656068	Bicolor	downstream_2kb	5%	4394.56465	656	34254144	0.128292934425686	0.0191509675442481
PI656069_PI656069	PI656069	Milo/Durra-Bicolor	downstream_2kb	5%	4183.41603	623	34254144	0.122128757034477	0.0181875804574185
PI656070_PI656070	PI656070	Milo/Durra-Bicolor	downstream_2kb	5%	4514.25058	668	34254144	0.131786991378328	0.019501290121277
PI656071_PI656071	PI656071	Milo/Durra-Bicolor	downstream_2kb	5%	4774.79463	702	34254144	0.139393196630457	0.0204938707561923
PI656072_PI656072	PI656072	Guinea	downstream_2kb	5%	5790.92245	861	34254144	0.16905757300489	0.0251356449018256
PI656073_PI656073	PI656073	Kafir	downstream_2kb	5%	4908.89137	722	34254144	0.143307956257789	0.0210777417179072
PI656074_PI656074	PI656074	Kafir	downstream_2kb	5%	5028.4948	744	34254144	0.146799604742714	0.0217199997757936
PI656075_PI656075	PI656075	Milo/Durra-Bicolor	downstream_2kb	5%	4504.441	667	34254144	0.131500614932897	0.0194720965731913
PI656076_PI656076	PI656076	Bicolor	downstream_2kb	5%	4875.52457	724	34254144	0.142333860977521	0.0211361288140787
PI656077_PI656077	PI656077	Guinea	downstream_2kb	5%	5410.03882	798	34254144	0.157938228437412	0.0232964513724237
PI656078_PI656078	PI656078	Caudatum	downstream_2kb	5%	2887.05969	428	34254144	0.0842835158864282	0.0124948385806984
PI656079_PI656079	PI656079	Caudatum	downstream_2kb	5%	4628.33271	692	34254144	0.135117453526207	0.0202019352753349
PI656080_PI656080	PI656080	Durra	downstream_2kb	5%	4646.60396	681	34254144	0.135650856141669	0.0198808062463917
PI656081_PI656081	PI656081	Caudatum	downstream_2kb	5%	2373.62957	353	34254144	0.0692946689895389	0.0103053224742676
PI656082_PI656082	PI656082	Guinea	downstream_2kb	5%	5393.60878	800	34254144	0.157458577274621	0.0233548384685952
PI656083_PI656083	PI656083	Caudatum	downstream_2kb	5%	5344.78267	789	34254144	0.156033169884496	0.023033709439652
PI656085_PI656085	PI656085	Milo/Durra-Bicolor	downstream_2kb	5%	4584.60273	682	34254144	0.133840820252288	0.0199099997944774
PI656086_PI656086	PI656086	Guinea	downstream_2kb	5%	4503.11766	667	34254144	0.131461981942973	0.0194720965731913
PI656087_PI656087	PI656087	Milo/Durra-Bicolor	downstream_2kb	5%	4274.98201	638	34254144	0.124801892874626	0.0186254836787047
PI656088_PI656088	PI656088	Guinea	downstream_2kb	5%	5343.73691	797	34254144	0.15600264043965	0.023267257824338
PI656089_PI656089	PI656089	Guinea	downstream_2kb	5%	5297.69386	789	34254144	0.154658480445461	0.023033709439652
PI656090_PI656090	PI656090	Milo/Durra-Bicolor	downstream_2kb	5%	4475.32168	662	34254144	0.130650518664253	0.0193261288327625
PI656091_PI656091	PI656091	Guinea	downstream_2kb	5%	5080.79542	756	34254144	0.148326445407598	0.0220703223528225
PI656092_PI656092	PI656092	Guinea	downstream_2kb	5%	5816.1529	859	34254144	0.16979413936019	0.0250772578056541
PI656093_PI656093	PI656093	Caudatum	downstream_2kb	5%	4897.14107	730	34254144	0.142964923309717	0.0213112901025931
PI656094_PI656094	PI656094	Caudatum	downstream_2kb	5%	4575.00432	683	34254144	0.133560608608407	0.0199391933425632
PI656095_PI656095	PI656095	Caudatum	downstream_2kb	5%	4603.06694	686	34254144	0.134379856054789	0.0200267739868204
PI656096_PI656096	PI656096	Caudatum	downstream_2kb	5%	5009.34187	749	34254144	0.146240462759776	0.0218659675162223
PI656097_PI656097	PI656097	Guinea	downstream_2kb	5%	5687.45011	840	34254144	0.166036848271555	0.024522580392025
PI656098_PI656098	PI656098	Milo/Durra-Bicolor	downstream_2kb	5%	4505.25039	664	34254144	0.131524243898782	0.019384515928934
PI656099_PI656099	PI656099	Guinea	downstream_2kb	5%	5655.5236	834	34254144	0.16510480016666	0.0243474191035105
PI656100_PI656100	PI656100	Guinea	downstream_2kb	5%	5804.51905	857	34254144	0.169454506000792	0.0250188707094826
PI656101_PI656101	PI656101	Kafir	downstream_2kb	5%	5037.04236	745	34254144	0.14704913834659	0.0217491933238793
PI656102_PI656102	PI656102	Milo/Durra-Bicolor	downstream_2kb	5%	4535.89512	664	34254144	0.132418872297612	0.019384515928934
PI656103_PI656103	PI656103	Guinea	downstream_2kb	5%	5229.9938	773	34254144	0.152682075488443	0.0225666126702801
PI656104_PI656104	PI656104	Caudatum	downstream_2kb	5%	5561.52593	828	34254144	0.162360674667567	0.0241722578149961
PI656105_PI656105	PI656105	Milo/Durra-Bicolor	downstream_2kb	5%	4247.48952	627	34254144	0.123999289545814	0.0183043546497615
PI656106_PI656106	PI656106	Milo/Durra-Bicolor	downstream_2kb	5%	4228.68757	627	34254144	0.123450393914383	0.0183043546497615
PI656107_PI656107	PI656107	Kafir	downstream_2kb	5%	4823.57063	718	34254144	0.140817141131888	0.0209609675255642
PI656108_PI656108	PI656108	Guinea	downstream_2kb	5%	5473.35729	814	34254144	0.159786719236073	0.0237635481417956
PI656109_PI656109	PI656109	Kafir	downstream_2kb	5%	4994.40133	728	34254144	0.145804295386859	0.0212529030064216
PI656110_PI656110	PI656110	Guinea	downstream_2kb	5%	4439.45823	658	34254144	0.129603537312157	0.0192093546404196
PI656111_PI656111	PI656111	Milo/Durra-Bicolor	downstream_2kb	5%	4845.92666	718	34254144	0.141469792968699	0.0209609675255642
PI656112_PI656112	PI656112	Durra	downstream_2kb	5%	5058.03977	748	34254144	0.147662127245101	0.0218367739681365
PI656113_PI656113	PI656113	Guinea	downstream_2kb	5%	5049.33552	751	34254144	0.147408019304175	0.0219243546123938
