sample	PI	Race	feature	cutoff	genetic_load	n_del
PI540816_PI540816	PI540816	Kafir	intergenic	5%	362669.52913	53436
PI540816_PI540816	PI540816	Kafir	intron	5%	5608.74652	821
PI540816_PI540816	PI540816	Kafir	upstream_2kb	5%	8709.21362	1301
PI542406_PI542406	PI542406	Milo/Durra-Bicolor	downstream_2kb	5%	4087.89597	604
PI542406_PI542406	PI542406	Milo/Durra-Bicolor	exon	5%	10960.24092	1564
PI542406_PI542406	PI542406	Milo/Durra-Bicolor	intergenic	5%	243885.59344	35883
PI542406_PI542406	PI542406	Milo/Durra-Bicolor	intron	5%	4524.0024	666
PI542406_PI542406	PI542406	Milo/Durra-Bicolor	upstream_2kb	5%	7677.30798	1145
PI542718_PI542718	PI542718	Guinea	downstream_2kb	5%	5635.2189	835
PI542718_PI542718	PI542718	Guinea	exon	5%	12451.31764	1758
PI542718_PI542718	PI542718	Guinea	intergenic	5%	399156.26822	58803
PI542718_PI542718	PI542718	Guinea	intron	5%	5824.3552	852
PI542718_PI542718	PI542718	Guinea	upstream_2kb	5%	9438.80996	1408
PI548797_PI548797	PI548797	Milo/Durra-Bicolor	downstream_2kb	5%	4663.69772	691
PI548797_PI548797	PI548797	Milo/Durra-Bicolor	exon	5%	11325.41204	1600
PI548797_PI548797	PI548797	Milo/Durra-Bicolor	intergenic	5%	330254.43412	48511
PI548797_PI548797	PI548797	Milo/Durra-Bicolor	intron	5%	5277.69547	775
PI548797_PI548797	PI548797	Milo/Durra-Bicolor	upstream_2kb	5%	8298.80622	1239
PI552856_PI552856	PI552856	Bicolor	downstream_2kb	5%	4401.99345	653
PI552856_PI552856	PI552856	Bicolor	exon	5%	9593.36375	1356
PI552856_PI552856	PI552856	Bicolor	intergenic	5%	307972.49063	45631
PI552856_PI552856	PI552856	Bicolor	intron	5%	5207.21991	761
PI552856_PI552856	PI552856	Bicolor	upstream_2kb	5%	8194.30287	1222
PI552861_PI552861	PI552861	Durra	downstream_2kb	5%	4387.4051	648
PI552861_PI552861	PI552861	Durra	exon	5%	10854.38582	1520
PI552861_PI552861	PI552861	Durra	intergenic	5%	268578.78355	39644
PI552861_PI552861	PI552861	Durra	intron	5%	5416.24057	790
PI552861_PI552861	PI552861	Durra	upstream_2kb	5%	8587.59984	1272
PI561071_PI561071	PI561071	Kafir	downstream_2kb	5%	4610.0512	690
PI561071_PI561071	PI561071	Kafir	exon	5%	11499.14152	1617
PI561071_PI561071	PI561071	Kafir	intergenic	5%	363623.94556	53703
PI561071_PI561071	PI561071	Kafir	intron	5%	5751.35227	841
PI561071_PI561071	PI561071	Kafir	upstream_2kb	5%	8786.02785	1320
PI561072_PI561072	PI561072	Durra	downstream_2kb	5%	4889.68568	726
PI561072_PI561072	PI561072	Durra	exon	5%	11979.69898	1682
PI561072_PI561072	PI561072	Durra	intergenic	5%	333206.47409	49411
PI561072_PI561072	PI561072	Durra	intron	5%	5686.48523	834
PI561072_PI561072	PI561072	Durra	upstream_2kb	5%	8622.5759	1291
PI561073_PI561073	PI561073	Durra	downstream_2kb	5%	5152.61444	762
PI561073_PI561073	PI561073	Durra	exon	5%	12214.97691	1717
PI561073_PI561073	PI561073	Durra	intergenic	5%	393500.38215	57856
PI561073_PI561073	PI561073	Durra	intron	5%	6469.76696	940
PI561073_PI561073	PI561073	Durra	upstream_2kb	5%	8895.19957	1332
PI561472_PI561472	PI561472	Bicolor	downstream_2kb	5%	4552.23133	676
PI561472_PI561472	PI561472	Bicolor	exon	5%	11177.48267	1568
PI561472_PI561472	PI561472	Bicolor	intergenic	5%	408890.69355	60264
PI561472_PI561472	PI561472	Bicolor	intron	5%	5710.67406	837
PI561472_PI561472	PI561472	Bicolor	upstream_2kb	5%	8489.18253	1273
PI562730_PI562730	PI562730	Guinea	downstream_2kb	5%	3727.68459	556
PI562730_PI562730	PI562730	Guinea	exon	5%	9781.98147	1395
PI562730_PI562730	PI562730	Guinea	intergenic	5%	274845.48927	40388
PI562730_PI562730	PI562730	Guinea	intron	5%	3967.84083	586
PI562730_PI562730	PI562730	Guinea	upstream_2kb	5%	6910.80932	1031
PI564163_PI564163	PI564163	Durra	downstream_2kb	5%	4488.22429	665
PI564163_PI564163	PI564163	Durra	exon	5%	8301.6362	1177
PI564163_PI564163	PI564163	Durra	intergenic	5%	260074.70626	38453
PI564163_PI564163	PI564163	Durra	intron	5%	4965.33464	723
PI564163_PI564163	PI564163	Durra	upstream_2kb	5%	7600.38516	1132
PI564164_PI564164	PI564164	Guinea	downstream_2kb	5%	5034.11568	744
PI564164_PI564164	PI564164	Guinea	exon	5%	11217.92882	1576
PI564164_PI564164	PI564164	Guinea	intergenic	5%	382920.76764	56843
PI564164_PI564164	PI564164	Guinea	intron	5%	5757.89152	837
PI564164_PI564164	PI564164	Guinea	upstream_2kb	5%	8765.6181	1307
PI564165_PI564165	PI564165	Bicolor	downstream_2kb	5%	5190.46671	770
PI564165_PI564165	PI564165	Bicolor	exon	5%	12204.20133	1707
PI564165_PI564165	PI564165	Bicolor	intergenic	5%	405852.21849	60212
PI564165_PI564165	PI564165	Bicolor	intron	5%	6176.20829	897
PI564165_PI564165	PI564165	Bicolor	upstream_2kb	5%	9332.86205	1394
PI565121_PI565121	PI565121	Bicolor	downstream_2kb	5%	4427.79463	660
PI565121_PI565121	PI565121	Bicolor	exon	5%	10877.00882	1531
PI565121_PI565121	PI565121	Bicolor	intergenic	5%	264791.21868	39027
PI565121_PI565121	PI565121	Bicolor	intron	5%	4746.27766	694
PI565121_PI565121	PI565121	Bicolor	upstream_2kb	5%	8494.37917	1275
PI566819_PI566819	PI566819	Durra	downstream_2kb	5%	4774.48748	706
PI566819_PI566819	PI566819	Durra	exon	5%	11367.08673	1601
PI566819_PI566819	PI566819	Durra	intergenic	5%	297300.25078	43891
PI566819_PI566819	PI566819	Durra	intron	5%	5749.17089	840
PI566819_PI566819	PI566819	Durra	upstream_2kb	5%	9171.74099	1369
PI576130_PI576130	PI576130	Bicolor	downstream_2kb	5%	4697.44773	699
PI576130_PI576130	PI576130	Bicolor	exon	5%	11112.39499	1566
PI576130_PI576130	PI576130	Bicolor	intergenic	5%	355777.4941	52412
PI576130_PI576130	PI576130	Bicolor	intron	5%	5593.92643	814
PI576130_PI576130	PI576130	Bicolor	upstream_2kb	5%	8833.78907	1321
PI576332_PI576332	PI576332	Durra	downstream_2kb	5%	5273.53731	780
PI576332_PI576332	PI576332	Durra	exon	5%	12408.73133	1744
PI576332_PI576332	PI576332	Durra	intergenic	5%	351586.17352	51865
PI576332_PI576332	PI576332	Durra	intron	5%	6105.60077	891
PI576332_PI576332	PI576332	Durra	upstream_2kb	5%	9889.48264	1479
PI576333_PI576333	PI576333	Durra	downstream_2kb	5%	4878.97611	720
PI576333_PI576333	PI576333	Durra	exon	5%	11483.77666	1613
PI576333_PI576333	PI576333	Durra	intergenic	5%	303528.84507	44781
PI576333_PI576333	PI576333	Durra	intron	5%	6155.99013	899
PI576333_PI576333	PI576333	Durra	upstream_2kb	5%	9299.67826	1395
PI576337_PI576337	PI576337	Durra	downstream_2kb	5%	4405.5177	657
PI576337_PI576337	PI576337	Durra	exon	5%	10641.59779	1493
PI576337_PI576337	PI576337	Durra	intergenic	5%	268283.70626	39598
PI576337_PI576337	PI576337	Durra	intron	5%	5035.70376	733
PI576337_PI576337	PI576337	Durra	upstream_2kb	5%	7508.48986	1125
PI576339_PI576339	PI576339	Durra	downstream_2kb	5%	5114.31696	757
PI576339_PI576339	PI576339	Durra	exon	5%	12575.70135	1763
PI576339_PI576339	PI576339	Durra	intergenic	5%	303978.10373	44871
PI576339_PI576339	PI576339	Durra	intron	5%	5900.95499	859
PI576339_PI576339	PI576339	Durra	upstream_2kb	5%	9720.83894	1453
PI576340_PI576340	PI576340	Durra	downstream_2kb	5%	4687.92735	693
PI576340_PI576340	PI576340	Durra	exon	5%	11829.63729	1661
PI576340_PI576340	PI576340	Durra	intergenic	5%	301376.98853	44478
PI576340_PI576340	PI576340	Durra	intron	5%	6004.68708	877
PI576340_PI576340	PI576340	Durra	upstream_2kb	5%	9505.68669	1419
PI576345_PI576345	PI576345	Durra	downstream_2kb	5%	4498.57206	664
PI576345_PI576345	PI576345	Durra	exon	5%	11564.29282	1625
PI576345_PI576345	PI576345	Durra	intergenic	5%	246664.10923	36426
PI576345_PI576345	PI576345	Durra	intron	5%	5445.36235	791
PI576345_PI576345	PI576345	Durra	upstream_2kb	5%	9236.48321	1378
PI576347_PI576347	PI576347	Guinea	downstream_2kb	5%	4674.11681	695
PI576347_PI576347	PI576347	Guinea	exon	5%	10451.82719	1476
PI576347_PI576347	PI576347	Guinea	intergenic	5%	280714.54544	41150
PI576347_PI576347	PI576347	Guinea	intron	5%	5034.42548	736
PI576347_PI576347	PI576347	Guinea	upstream_2kb	5%	7859.77872	1166
PI576348_PI576348	PI576348	Guinea	downstream_2kb	5%	3721.05235	560
PI576348_PI576348	PI576348	Guinea	exon	5%	10586.3009	1505
PI576348_PI576348	PI576348	Guinea	intergenic	5%	173682.4166	25591
PI576348_PI576348	PI576348	Guinea	intron	5%	3668.1395	537
PI576348_PI576348	PI576348	Guinea	upstream_2kb	5%	7027.33464	1050
PI576349_PI576349	PI576349	Guinea	downstream_2kb	5%	3908.46515	581
PI576349_PI576349	PI576349	Guinea	exon	5%	10440.08006	1488
PI576349_PI576349	PI576349	Guinea	intergenic	5%	202349.11112	29987
PI576349_PI576349	PI576349	Guinea	intron	5%	3673.31397	540
PI576349_PI576349	PI576349	Guinea	upstream_2kb	5%	6972.33819	1044
PI576350_PI576350	PI576350	Milo/Durra-Bicolor	downstream_2kb	5%	4669.98992	695
PI576350_PI576350	PI576350	Milo/Durra-Bicolor	exon	5%	10955.51485	1549
PI576350_PI576350	PI576350	Milo/Durra-Bicolor	intergenic	5%	245454.21413	36124
PI576350_PI576350	PI576350	Milo/Durra-Bicolor	intron	5%	4605.17966	672
PI576350_PI576350	PI576350	Milo/Durra-Bicolor	upstream_2kb	5%	7758.33731	1166
PI576352_PI576352	PI576352	Durra	downstream_2kb	5%	4665.50537	688
PI576352_PI576352	PI576352	Durra	exon	5%	11875.29829	1665
PI576352_PI576352	PI576352	Durra	intergenic	5%	303378.9439	44760
PI576352_PI576352	PI576352	Durra	intron	5%	5512.57217	803
PI576352_PI576352	PI576352	Durra	upstream_2kb	5%	9125.24175	1363
PI576359_PI576359	PI576359	Guinea	downstream_2kb	5%	5825.21555	859
PI576359_PI576359	PI576359	Guinea	exon	5%	12478.62663	1742
PI576359_PI576359	PI576359	Guinea	intergenic	5%	319402.94099	47199
PI576359_PI576359	PI576359	Guinea	intron	5%	5330.20555	779
PI576359_PI576359	PI576359	Guinea	upstream_2kb	5%	9971.4327	1492
PI576364_PI576364	PI576364	Durra	downstream_2kb	5%	4917.46352	735
PI576364_PI576364	PI576364	Durra	exon	5%	12252.30338	1726
PI576364_PI576364	PI576364	Durra	intergenic	5%	316424.61615	46720
PI576364_PI576364	PI576364	Durra	intron	5%	5973.09964	872
PI576364_PI576364	PI576364	Durra	upstream_2kb	5%	9539.70819	1426
PI576366_PI576366	PI576366	Milo/Durra-Bicolor	downstream_2kb	5%	5025.67556	742
PI576366_PI576366	PI576366	Milo/Durra-Bicolor	exon	5%	11900.73945	1677
PI576366_PI576366	PI576366	Milo/Durra-Bicolor	intergenic	5%	273317.49491	40281
PI576366_PI576366	PI576366	Milo/Durra-Bicolor	intron	5%	4924.95431	723
PI576366_PI576366	PI576366	Milo/Durra-Bicolor	upstream_2kb	5%	8229.06084	1224
PI576373_PI576373	PI576373	Durra	downstream_2kb	5%	4547.00613	674
PI576373_PI576373	PI576373	Durra	exon	5%	11450.13868	1608
PI576373_PI576373	PI576373	Durra	intergenic	5%	254452.17933	37543
PI576373_PI576373	PI576373	Durra	intron	5%	5223.16516	764
PI576373_PI576373	PI576373	Durra	upstream_2kb	5%	8771.30784	1306
PI576375_PI576375	PI576375	Guinea	downstream_2kb	5%	5388.00158	796
PI576375_PI576375	PI576375	Guinea	exon	5%	11432.56378	1611
PI576375_PI576375	PI576375	Guinea	intergenic	5%	342106.62856	50841
PI576375_PI576375	PI576375	Guinea	intron	5%	5646.97117	823
PI576375_PI576375	PI576375	Guinea	upstream_2kb	5%	8595.22302	1283
PI576376_PI576376	PI576376	Guinea	downstream_2kb	5%	5292.87407	787
PI576376_PI576376	PI576376	Guinea	exon	5%	11369.33564	1606
PI576376_PI576376	PI576376	Guinea	intergenic	5%	347746.10623	51453
PI576376_PI576376	PI576376	Guinea	intron	5%	5724.77436	833
PI576376_PI576376	PI576376	Guinea	upstream_2kb	5%	8825.35233	1317
PI576380_PI576380	PI576380	Bicolor	downstream_2kb	5%	4577.27711	685
PI576380_PI576380	PI576380	Bicolor	exon	5%	10514.49605	1474
PI576380_PI576380	PI576380	Bicolor	intergenic	5%	306944.80641	45290
PI576380_PI576380	PI576380	Bicolor	intron	5%	4815.7065	704
PI576380_PI576380	PI576380	Bicolor	upstream_2kb	5%	8191.97138	1226
PI576381_PI576381	PI576381	Guinea	downstream_2kb	5%	6008.80356	891
PI576381_PI576381	PI576381	Guinea	exon	5%	11717.80409	1653
PI576381_PI576381	PI576381	Guinea	intergenic	5%	372821.2356	55002
PI576381_PI576381	PI576381	Guinea	intron	5%	5842.8693	852
PI576381_PI576381	PI576381	Guinea	upstream_2kb	5%	8990.9173	1342
PI576385_PI576385	PI576385	Caudatum	downstream_2kb	5%	4941.76322	736
PI576385_PI576385	PI576385	Caudatum	exon	5%	12661.66903	1781
PI576385_PI576385	PI576385	Caudatum	intergenic	5%	327500.04881	48684
PI576385_PI576385	PI576385	Caudatum	intron	5%	5347.95683	781
PI576385_PI576385	PI576385	Caudatum	upstream_2kb	5%	8932.22711	1338
PI576386_PI576386	PI576386	Milo/Durra-Bicolor	downstream_2kb	5%	4680.10594	691
PI576386_PI576386	PI576386	Milo/Durra-Bicolor	exon	5%	11014.7612	1550
PI576386_PI576386	PI576386	Milo/Durra-Bicolor	intergenic	5%	260303.67449	38395
PI576386_PI576386	PI576386	Milo/Durra-Bicolor	intron	5%	4873.11233	710
PI576386_PI576386	PI576386	Milo/Durra-Bicolor	upstream_2kb	5%	7452.56589	1116
PI576387_PI576387	PI576387	Milo/Durra-Bicolor	downstream_2kb	5%	4436.07087	664
PI576387_PI576387	PI576387	Milo/Durra-Bicolor	exon	5%	10829.03183	1520
PI576387_PI576387	PI576387	Milo/Durra-Bicolor	intergenic	5%	261726.41401	38587
PI576387_PI576387	PI576387	Milo/Durra-Bicolor	intron	5%	4548.19236	665
PI576387_PI576387	PI576387	Milo/Durra-Bicolor	upstream_2kb	5%	8176.09894	1221
PI576390_PI576390	PI576390	Guinea	downstream_2kb	5%	5641.91286	826
PI576390_PI576390	PI576390	Guinea	exon	5%	12604.07197	1770
PI576390_PI576390	PI576390	Guinea	intergenic	5%	367615.89623	54297
PI576390_PI576390	PI576390	Guinea	intron	5%	6215.45822	901
PI576390_PI576390	PI576390	Guinea	upstream_2kb	5%	9747.87611	1444
PI576391_PI576391	PI576391	Guinea	downstream_2kb	5%	5752.64178	849
PI576391_PI576391	PI576391	Guinea	exon	5%	12238.57441	1725
PI576391_PI576391	PI576391	Guinea	intergenic	5%	371326.12195	54727
PI576391_PI576391	PI576391	Guinea	intron	5%	6184.44571	910
PI576391_PI576391	PI576391	Guinea	upstream_2kb	5%	9946.69846	1474
PI576393_PI576393	PI576393	Milo/Durra-Bicolor	downstream_2kb	5%	4084.69652	605
PI576393_PI576393	PI576393	Milo/Durra-Bicolor	exon	5%	10377.84008	1456
PI576393_PI576393	PI576393	Milo/Durra-Bicolor	intergenic	5%	253749.17403	37535
PI576393_PI576393	PI576393	Milo/Durra-Bicolor	intron	5%	4434.09274	645
PI576393_PI576393	PI576393	Milo/Durra-Bicolor	upstream_2kb	5%	7248.30694	1078
PI576394_PI576394	PI576394	Durra	downstream_2kb	5%	4743.57613	704
PI576394_PI576394	PI576394	Durra	exon	5%	11585.22211	1630
PI576394_PI576394	PI576394	Durra	intergenic	5%	380135.44264	56165
PI576394_PI576394	PI576394	Durra	intron	5%	6060.14696	884
PI576394_PI576394	PI576394	Durra	upstream_2kb	5%	8968.58115	1343
PI576396_PI576396	PI576396	Milo/Durra-Bicolor	downstream_2kb	5%	4313.73339	636
PI576396_PI576396	PI576396	Milo/Durra-Bicolor	exon	5%	10412.07351	1469
PI576396_PI576396	PI576396	Milo/Durra-Bicolor	intergenic	5%	262384.06219	38698
PI576396_PI576396	PI576396	Milo/Durra-Bicolor	intron	5%	4873.8869	709
PI576396_PI576396	PI576396	Milo/Durra-Bicolor	upstream_2kb	5%	7496.8297	1119
PI576399_PI576399	PI576399	Milo/Durra-Bicolor	downstream_2kb	5%	4778.99159	706
PI576399_PI576399	PI576399	Milo/Durra-Bicolor	exon	5%	11162.25177	1578
PI576399_PI576399	PI576399	Milo/Durra-Bicolor	intergenic	5%	272236.71776	40348
PI576399_PI576399	PI576399	Milo/Durra-Bicolor	intron	5%	4848.77399	708
PI576399_PI576399	PI576399	Milo/Durra-Bicolor	upstream_2kb	5%	8156.18146	1216
PI576401_PI576401	PI576401	Guinea	downstream_2kb	5%	5939.09189	883
PI576401_PI576401	PI576401	Guinea	exon	5%	11971.03389	1684
PI576401_PI576401	PI576401	Guinea	intergenic	5%	395314.15273	58659
PI576401_PI576401	PI576401	Guinea	intron	5%	5824.67275	850
PI576401_PI576401	PI576401	Guinea	upstream_2kb	5%	9561.74643	1435
PI576418_PI576418	PI576418	Caudatum	downstream_2kb	5%	4620.51696	691
PI576418_PI576418	PI576418	Caudatum	exon	5%	12383.07507	1752
PI576418_PI576418	PI576418	Caudatum	intergenic	5%	273073.04382	40614
PI576418_PI576418	PI576418	Caudatum	intron	5%	5012.5421	729
PI576418_PI576418	PI576418	Caudatum	upstream_2kb	5%	8212.94305	1231
PI576422_PI576422	PI576422	Durra	downstream_2kb	5%	4837.25156	719
PI576422_PI576422	PI576422	Durra	exon	5%	11818.61717	1658
PI576422_PI576422	PI576422	Durra	intergenic	5%	302159.39588	44628
PI576422_PI576422	PI576422	Durra	intron	5%	5824.60212	852
PI576422_PI576422	PI576422	Durra	upstream_2kb	5%	9450.44474	1413
PI576425_PI576425	PI576425	Guinea	downstream_2kb	5%	5449.96368	812
PI576425_PI576425	PI576425	Guinea	exon	5%	11603.41427	1636
PI576425_PI576425	PI576425	Guinea	intergenic	5%	337537.90796	50113
PI576425_PI576425	PI576425	Guinea	intron	5%	5267.16802	766
PI576425_PI576425	PI576425	Guinea	upstream_2kb	5%	8469.68966	1267
PI576426_PI576426	PI576426	Guinea	downstream_2kb	5%	5706.47805	843
PI576426_PI576426	PI576426	Guinea	exon	5%	11407.35157	1610
PI576426_PI576426	PI576426	Guinea	intergenic	5%	268895.6388	39712
PI576426_PI576426	PI576426	Guinea	intron	5%	5260.00317	766
PI576426_PI576426	PI576426	Guinea	upstream_2kb	5%	8825.66419	1321
PI576428_PI576428	PI576428	Bicolor	downstream_2kb	5%	4592.45059	683
PI576428_PI576428	PI576428	Bicolor	exon	5%	10377.15799	1455
PI576428_PI576428	PI576428	Bicolor	intergenic	5%	348802.87176	51597
PI576428_PI576428	PI576428	Bicolor	intron	5%	5141.77297	754
PI576428_PI576428	PI576428	Bicolor	upstream_2kb	5%	8304.34906	1244
PI576434_PI576434	PI576434	Milo/Durra-Bicolor	downstream_2kb	5%	4408.93287	653
PI576434_PI576434	PI576434	Milo/Durra-Bicolor	exon	5%	11447.65904	1624
PI576434_PI576434	PI576434	Milo/Durra-Bicolor	intergenic	5%	276801.06503	40764
PI576434_PI576434	PI576434	Milo/Durra-Bicolor	intron	5%	5603.42295	816
PI576434_PI576434	PI576434	Milo/Durra-Bicolor	upstream_2kb	5%	8007.23145	1197
PI576435_PI576435	PI576435	Milo/Durra-Bicolor	downstream_2kb	5%	4844.02635	717
PI576435_PI576435	PI576435	Milo/Durra-Bicolor	exon	5%	12049.38675	1699
PI576435_PI576435	PI576435	Milo/Durra-Bicolor	intergenic	5%	362453.79964	53505
PI576435_PI576435	PI576435	Milo/Durra-Bicolor	intron	5%	5990.46509	874
PI576435_PI576435	PI576435	Milo/Durra-Bicolor	upstream_2kb	5%	8770.75188	1313
PI576437_PI576437	PI576437	Milo/Durra-Bicolor	downstream_2kb	5%	4709.6384	691
PI576437_PI576437	PI576437	Milo/Durra-Bicolor	exon	5%	10224.82157	1435
PI576437_PI576437	PI576437	Milo/Durra-Bicolor	intergenic	5%	309856.55491	45785
PI576437_PI576437	PI576437	Milo/Durra-Bicolor	intron	5%	4952.88906	725
PI576437_PI576437	PI576437	Milo/Durra-Bicolor	upstream_2kb	5%	8533.03603	1274
PI585291_PI585291	PI585291	Bicolor	downstream_2kb	5%	5056.12536	751
PI585291_PI585291	PI585291	Bicolor	exon	5%	12359.77671	1733
PI585291_PI585291	PI585291	Bicolor	intergenic	5%	405301.92779	59970
PI585291_PI585291	PI585291	Bicolor	intron	5%	6478.53336	941
PI585291_PI585291	PI585291	Bicolor	upstream_2kb	5%	9314.83978	1389
PI585295_PI585295	PI585295	Caudatum	downstream_2kb	5%	4473.7953	662
PI585295_PI585295	PI585295	Caudatum	exon	5%	11851.53367	1679
PI585295_PI585295	PI585295	Caudatum	intergenic	5%	279236.71942	41099
PI585295_PI585295	PI585295	Caudatum	intron	5%	5005.88436	731
PI585295_PI585295	PI585295	Caudatum	upstream_2kb	5%	8451.48757	1260
PI595699_PI595699	PI595699	Guinea	downstream_2kb	5%	5488.98561	816
PI595699_PI595699	PI595699	Guinea	exon	5%	11667.83259	1641
PI595699_PI595699	PI595699	Guinea	intergenic	5%	293037.51249	43345
PI595699_PI595699	PI595699	Guinea	intron	5%	5226.85904	762
PI595699_PI595699	PI595699	Guinea	upstream_2kb	5%	9657.22973	1445
PI595702_PI595702	PI595702	Durra	downstream_2kb	5%	4866.70268	719
PI595702_PI595702	PI595702	Durra	exon	5%	12122.27421	1697
PI595702_PI595702	PI595702	Durra	intergenic	5%	304316.74899	44952
PI595702_PI595702	PI595702	Durra	intron	5%	5665.44174	827
PI595702_PI595702	PI595702	Durra	upstream_2kb	5%	9181.60014	1380
PI595714_PI595714	PI595714	Milo/Durra-Bicolor	downstream_2kb	5%	4319.8908	641
PI595714_PI595714	PI595714	Milo/Durra-Bicolor	exon	5%	11557.04038	1623
PI595714_PI595714	PI595714	Milo/Durra-Bicolor	intergenic	5%	345973.23232	51121
PI595714_PI595714	PI595714	Milo/Durra-Bicolor	intron	5%	5104.89317	742
PI595714_PI595714	PI595714	Milo/Durra-Bicolor	upstream_2kb	5%	8285.02199	1235
PI595718_PI595718	PI595718	Milo/Durra-Bicolor	downstream_2kb	5%	4595.91478	684
PI595718_PI595718	PI595718	Milo/Durra-Bicolor	exon	5%	10943.01061	1551
PI595718_PI595718	PI595718	Milo/Durra-Bicolor	intergenic	5%	303342.32588	44575
PI595718_PI595718	PI595718	Milo/Durra-Bicolor	intron	5%	5757.08662	843
PI595718_PI595718	PI595718	Milo/Durra-Bicolor	upstream_2kb	5%	8168.52877	1224
PI595720_PI595720	PI595720	Guinea	downstream_2kb	5%	5338.96638	797
PI595720_PI595720	PI595720	Guinea	exon	5%	11032.64507	1559
PI595720_PI595720	PI595720	Guinea	intergenic	5%	326010.89336	48442
PI595720_PI595720	PI595720	Guinea	intron	5%	5123.93281	746
PI595720_PI595720	PI595720	Guinea	upstream_2kb	5%	8640.2543	1291
PI595739_PI595739	PI595739	Milo/Durra-Bicolor	downstream_2kb	5%	4363.59675	653
PI595739_PI595739	PI595739	Milo/Durra-Bicolor	exon	5%	10650.92517	1494
PI595739_PI595739	PI595739	Milo/Durra-Bicolor	intergenic	5%	253155.75524	37341
PI595739_PI595739	PI595739	Milo/Durra-Bicolor	intron	5%	4941.0281	718
PI595739_PI595739	PI595739	Milo/Durra-Bicolor	upstream_2kb	5%	8603.24667	1286
PI595740_PI595740	PI595740	Milo/Durra-Bicolor	downstream_2kb	5%	4778.6517	705
PI595740_PI595740	PI595740	Milo/Durra-Bicolor	exon	5%	10824.06088	1531
PI595740_PI595740	PI595740	Milo/Durra-Bicolor	intergenic	5%	337644.458	49774
PI595740_PI595740	PI595740	Milo/Durra-Bicolor	intron	5%	5623.4528	820
PI595740_PI595740	PI595740	Milo/Durra-Bicolor	upstream_2kb	5%	8699.95472	1300
PI595741_PI595741	PI595741	Caudatum	downstream_2kb	5%	4910.61834	732
PI595741_PI595741	PI595741	Caudatum	exon	5%	11317.26916	1603
PI595741_PI595741	PI595741	Caudatum	intergenic	5%	359680.58217	53360
PI595741_PI595741	PI595741	Caudatum	intron	5%	5428.63269	791
PI595741_PI595741	PI595741	Caudatum	upstream_2kb	5%	8607.19329	1282
PI595743_PI595743	PI595743	Caudatum	downstream_2kb	5%	5401.68013	804
PI595743_PI595743	PI595743	Caudatum	exon	5%	11179.91908	1567
PI595743_PI595743	PI595743	Caudatum	intergenic	5%	358758.67935	53156
PI595743_PI595743	PI595743	Caudatum	intron	5%	5573.43574	805
PI595743_PI595743	PI595743	Caudatum	upstream_2kb	5%	8325.95736	1249
PI595744_PI595744	PI595744	Kafir	downstream_2kb	5%	5113.42811	747
PI595744_PI595744	PI595744	Kafir	exon	5%	11004.16056	1536
PI595744_PI595744	PI595744	Kafir	intergenic	5%	240305.62482	35501
PI595744_PI595744	PI595744	Kafir	intron	5%	4932.96079	720
PI595744_PI595744	PI595744	Kafir	upstream_2kb	5%	8357.34918	1250
PI595745_PI595745	PI595745	Milo/Durra-Bicolor	downstream_2kb	5%	4310.97464	646
PI595745_PI595745	PI595745	Milo/Durra-Bicolor	exon	5%	11208.50011	1574
PI595745_PI595745	PI595745	Milo/Durra-Bicolor	intergenic	5%	232256.83217	34253
PI595745_PI595745	PI595745	Milo/Durra-Bicolor	intron	5%	5037.30986	739
PI595745_PI595745	PI595745	Milo/Durra-Bicolor	upstream_2kb	5%	8339.10731	1247
PI597945_PI597945	PI597945	Guinea	downstream_2kb	5%	4779.69529	713
PI597945_PI597945	PI597945	Guinea	exon	5%	10303.25847	1460
PI597945_PI597945	PI597945	Guinea	intergenic	5%	361139.03032	53418
PI597945_PI597945	PI597945	Guinea	intron	5%	5627.40456	818
PI597945_PI597945	PI597945	Guinea	upstream_2kb	5%	7881.07525	1176
PI597946_PI597946	PI597946	Milo/Durra-Bicolor	downstream_2kb	5%	4333.30748	645
PI597946_PI597946	PI597946	Milo/Durra-Bicolor	exon	5%	10698.27893	1510
PI597946_PI597946	PI597946	Milo/Durra-Bicolor	intergenic	5%	326394.41864	48058
PI597946_PI597946	PI597946	Milo/Durra-Bicolor	intron	5%	5087.31391	736
PI597946_PI597946	PI597946	Milo/Durra-Bicolor	upstream_2kb	5%	7888.04355	1184
PI597949_PI597949	PI597949	Durra	downstream_2kb	5%	4780.99127	702
PI597949_PI597949	PI597949	Durra	exon	5%	11221.66801	1579
PI597949_PI597949	PI597949	Durra	intergenic	5%	307139.56038	45356
PI597949_PI597949	PI597949	Durra	intron	5%	5084.84313	745
PI597949_PI597949	PI597949	Durra	upstream_2kb	5%	8245.59241	1236
PI597950_PI597950	PI597950	Milo/Durra-Bicolor	downstream_2kb	5%	5151.17783	765
PI597950_PI597950	PI597950	Milo/Durra-Bicolor	exon	5%	12152.78047	1705
PI597950_PI597950	PI597950	Milo/Durra-Bicolor	intergenic	5%	226763.36327	33464
PI597950_PI597950	PI597950	Milo/Durra-Bicolor	intron	5%	4927.77618	723
PI597950_PI597950	PI597950	Milo/Durra-Bicolor	upstream_2kb	5%	8733.13216	1312
PI597951_PI597951	PI597951	Caudatum	downstream_2kb	5%	4768.17309	713
PI597951_PI597951	PI597951	Caudatum	exon	5%	13071.51372	1845
