sample	feature	cutoff	genetic_load	n_del
PI655996_PI655996	upstream_2kb	5%	8842.154760	1322.000000
PI655997_PI655997	upstream_2kb	5%	9629.963030	1438.000000
PI655998_PI655998	upstream_2kb	5%	9068.617410	1353.000000
PI655999_PI655999	upstream_2kb	5%	7319.893830	1101.000000
PI656000_PI656000	upstream_2kb	5%	7711.734420	1152.000000
PI656001_PI656001	upstream_2kb	5%	8088.911810	1207.000000
PI656002_PI656002	upstream_2kb	5%	8788.832890	1313.000000
PI656003_PI656003	upstream_2kb	5%	9337.727900	1398.000000
PI656004_PI656004	upstream_2kb	5%	8417.977890	1254.000000
PI656005_PI656005	upstream_2kb	5%	8644.845890	1290.000000
PI656006_PI656006	upstream_2kb	5%	8093.284890	1206.000000
PI656007_PI656007	upstream_2kb	5%	8306.368270	1247.000000
PI656008_PI656008	upstream_2kb	5%	8498.164170	1273.000000
PI656009_PI656009	upstream_2kb	5%	8332.024080	1242.000000
PI656010_PI656010	upstream_2kb	5%	8727.572880	1302.000000
PI656011_PI656011	upstream_2kb	5%	8402.582130	1250.000000
PI656012_PI656012	upstream_2kb	5%	9718.809170	1444.000000
PI656013_PI656013	upstream_2kb	5%	8556.418850	1276.000000
PI656014_PI656014	upstream_2kb	5%	7531.124440	1124.000000
PI656015_PI656015	upstream_2kb	5%	8765.437190	1308.000000
PI656016_PI656016	upstream_2kb	5%	8332.348020	1243.000000
PI656017_PI656017	upstream_2kb	5%	10154.353760	1511.000000
PI656018_PI656018	upstream_2kb	5%	9483.356390	1413.000000
PI656019_PI656019	upstream_2kb	5%	9186.966350	1366.000000
PI656020_PI656020	upstream_2kb	5%	8704.636810	1293.000000
PI656021_PI656021	upstream_2kb	5%	9987.985780	1487.000000
PI656022_PI656022	upstream_2kb	5%	8719.088100	1302.000000
PI656023_PI656023	upstream_2kb	5%	9140.392350	1363.000000
PI656024_PI656024	upstream_2kb	5%	8905.989310	1336.000000
PI656025_PI656025	upstream_2kb	5%	9262.610630	1379.000000
PI656026_PI656026	upstream_2kb	5%	8692.257830	1302.000000
PI656027_PI656027	upstream_2kb	5%	8795.148750	1312.000000
PI656028_PI656028	upstream_2kb	5%	8860.102210	1324.000000
PI656029_PI656029	upstream_2kb	5%	8545.856140	1268.000000
PI656031_PI656031	upstream_2kb	5%	8386.441880	1250.000000
PI656032_PI656032	upstream_2kb	5%	9106.618230	1363.000000
PI656033_PI656033	upstream_2kb	5%	10059.678110	1495.000000
PI656034_PI656034	upstream_2kb	5%	8578.884840	1282.000000
PI656035_PI656035	upstream_2kb	5%	8034.334440	1202.000000
PI656036_PI656036	upstream_2kb	5%	8654.137980	1295.000000
PI656037_PI656037	upstream_2kb	5%	8609.127270	1296.000000
PI656038_PI656038	upstream_2kb	5%	8931.469440	1341.000000
PI656039_PI656039	upstream_2kb	5%	8546.313690	1281.000000
PI656040_PI656040	upstream_2kb	5%	8620.368070	1291.000000
PI656041_PI656041	upstream_2kb	5%	10149.650540	1511.000000
PI656042_PI656042	upstream_2kb	5%	8948.020120	1339.000000
PI656043_PI656043	upstream_2kb	5%	8603.916790	1288.000000
PI656044_PI656044	upstream_2kb	5%	8534.244790	1275.000000
PI656046_PI656046	upstream_2kb	5%	8980.951270	1346.000000
PI656047_PI656047	upstream_2kb	5%	9141.622770	1364.000000
PI656048_PI656048	upstream_2kb	5%	7987.447220	1198.000000
PI656049_PI656049	upstream_2kb	5%	8807.807960	1317.000000
PI656050_PI656050	upstream_2kb	5%	8032.031860	1200.000000
PI656051_PI656051	upstream_2kb	5%	8500.716370	1275.000000
PI656052_PI656052	upstream_2kb	5%	9111.421340	1354.000000
PI656053_PI656053	upstream_2kb	5%	8697.902980	1293.000000
PI656054_PI656054	upstream_2kb	5%	8439.097070	1256.000000
PI656055_PI656055	upstream_2kb	5%	8287.982850	1241.000000
PI656056_PI656056	upstream_2kb	5%	8511.153410	1275.000000
PI656057_PI656057	upstream_2kb	5%	8155.445310	1221.000000
PI656058_PI656058	upstream_2kb	5%	8720.174620	1302.000000
PI656059_PI656059	upstream_2kb	5%	8128.444200	1217.000000
PI656060_PI656060	upstream_2kb	5%	8758.829940	1309.000000
PI656061_PI656061	upstream_2kb	5%	8611.034560	1288.000000
PI656062_PI656062	upstream_2kb	5%	8537.140520	1272.000000
PI656063_PI656063	upstream_2kb	5%	8271.054150	1237.000000
PI656064_PI656064	upstream_2kb	5%	10255.594950	1536.000000
PI656065_PI656065	upstream_2kb	5%	8824.853620	1318.000000
PI656066_PI656066	upstream_2kb	5%	8713.585070	1299.000000
PI656067_PI656067	upstream_2kb	5%	9224.254580	1375.000000
PI656068_PI656068	upstream_2kb	5%	7974.955460	1200.000000
PI656069_PI656069	upstream_2kb	5%	7893.211060	1182.000000
PI656070_PI656070	upstream_2kb	5%	8300.582360	1242.000000
PI656071_PI656071	upstream_2kb	5%	8121.514770	1207.000000
PI656072_PI656072	upstream_2kb	5%	9226.509340	1379.000000
PI656073_PI656073	upstream_2kb	5%	8714.712570	1301.000000
PI656074_PI656074	upstream_2kb	5%	7758.379170	1164.000000
PI656075_PI656075	upstream_2kb	5%	8194.355740	1225.000000
PI656076_PI656076	upstream_2kb	5%	8122.554010	1218.000000
PI656077_PI656077	upstream_2kb	5%	8735.218260	1302.000000
PI656078_PI656078	upstream_2kb	5%	5217.551690	786.000000
PI656079_PI656079	upstream_2kb	5%	7697.927420	1150.000000
PI656080_PI656080	upstream_2kb	5%	8299.135400	1243.000000
PI656081_PI656081	upstream_2kb	5%	4545.776780	687.000000
PI656082_PI656082	upstream_2kb	5%	8282.875930	1239.000000
PI656083_PI656083	upstream_2kb	5%	9243.559570	1387.000000
PI656085_PI656085	upstream_2kb	5%	8154.457550	1218.000000
PI656086_PI656086	upstream_2kb	5%	7998.950210	1197.000000
PI656087_PI656087	upstream_2kb	5%	7525.355930	1126.000000
PI656088_PI656088	upstream_2kb	5%	8997.456400	1340.000000
PI656089_PI656089	upstream_2kb	5%	9461.121840	1410.000000
PI656090_PI656090	upstream_2kb	5%	7937.432470	1189.000000
PI656091_PI656091	upstream_2kb	5%	8433.833490	1257.000000
PI656092_PI656092	upstream_2kb	5%	8892.922310	1329.000000
PI656093_PI656093	upstream_2kb	5%	7887.183790	1178.000000
PI656094_PI656094	upstream_2kb	5%	7526.331590	1122.000000
PI656095_PI656095	upstream_2kb	5%	7309.148400	1097.000000
PI656096_PI656096	upstream_2kb	5%	7435.866220	1117.000000
PI656097_PI656097	upstream_2kb	5%	9493.895840	1416.000000
PI656098_PI656098	upstream_2kb	5%	8104.729480	1214.000000
PI656099_PI656099	upstream_2kb	5%	9274.244500	1381.000000
PI656100_PI656100	upstream_2kb	5%	9225.018050	1371.000000
PI656101_PI656101	upstream_2kb	5%	8786.180770	1309.000000
PI656102_PI656102	upstream_2kb	5%	7855.054450	1175.000000
PI656103_PI656103	upstream_2kb	5%	9052.857400	1349.000000
PI656104_PI656104	upstream_2kb	5%	9326.781240	1393.000000
PI656105_PI656105	upstream_2kb	5%	7933.608390	1181.000000
PI656106_PI656106	upstream_2kb	5%	8112.419050	1213.000000
PI656107_PI656107	upstream_2kb	5%	8841.889720	1323.000000
PI656108_PI656108	upstream_2kb	5%	9051.973960	1353.000000
PI656109_PI656109	upstream_2kb	5%	8513.019580	1264.000000
PI656110_PI656110	upstream_2kb	5%	7193.860360	1077.000000
PI656111_PI656111	upstream_2kb	5%	7734.343900	1154.000000
PI656112_PI656112	upstream_2kb	5%	8216.298740	1222.000000
PI656113_PI656113	upstream_2kb	5%	8908.058370	1333.000000
PI656114_PI656114	upstream_2kb	5%	8540.483570	1279.000000
PI656115_PI656115	upstream_2kb	5%	8940.569880	1332.000000
PI656116_PI656116	upstream_2kb	5%	7732.550990	1158.000000
PI656118_PI656118	upstream_2kb	5%	7824.546560	1167.000000
PI656119_PI656119	upstream_2kb	5%	7549.898560	1130.000000
PI656120_PI656120	upstream_2kb	5%	7912.368660	1176.000000
PI656121_PI656121	upstream_2kb	5%	7328.543350	1098.000000
PI659691_PI659691	upstream_2kb	5%	8211.348360	1225.000000
PI659694_PI659694	upstream_2kb	5%	8692.369640	1304.000000
PI659695_PI659695	upstream_2kb	5%	8766.230210	1311.000000
PI659696_PI659696	upstream_2kb	5%	8345.390980	1247.000000
PI659753_PI659753	upstream_2kb	5%	9085.177080	1355.000000
