SNPid,Accession,Name,Row,Col,Rep,Yr,Trt,DTA,PH,TN,SDL,SDU,SV,IR,RL,RDL,RDU,PBN,BAR,BIL,MOB
274,PI656110,SC_968,59,26,8,2020,N-,69,70,2,2.252,0.89,254.3775529,1.333333333,11.46666667,0.578666667,0.266666667,57.66666667,0.219653179,1.033333333,3
275,PI656111,SC_971,60,26,8,2020,N-,68,153,1,2.237,0.876,545.1524382,1,16.75,0.567,0.317,70,0.05,0.95,3
276,PI656114,SC_134,58,24,8,2020,N-,63,71,2,3.887,1.559,776.5701097,3,23.6,0.7205,0.3265,66,0.257575758,2.95,3
277,PI656115,SC_1440,66,4,8,2020,N-,63,148,1,1.505,0.554,228.875263,3.666666667,27.56666667,0.341666667,0.112333333,86,0.027131783,1.833333333,4
278,PI656116,SC_1506,64,19,8,2020,N-,50,75,1.67,1.802,0.704,173.126338,2.666666667,22.23333333,0.456666667,0.159,65.66666667,0.106598985,2.033333333,3
279,PI656117,SC_172,64,31,8,2020,N-,73,91,0.33,2.583,1.12,464.5184389,1,11.4,0.891,0.374,40,0.141666667,1.166666667,3
280,PI656118,SC_332,62,30,8,2020,N-,73,85,0.67,2.936,0.833,424.9586942,2,22.83333333,0.524666667,0.135333333,38,0.157894737,5,3
281,PI656119,SC_386,64,17,8,2020,N-,57,110,0.67,2.421,1.166,533.1171488,1.333333333,30.76666667,0.759,0.267333333,94,0.046099291,1.7,3
282,PI656120,SC_790,61,10,8,2020,N-,68,78,0.5,3.274,1.485,661.0448038,2,12.3,0.9195,0.416,51.5,0.029126214,2.55,4
283,PI656121,SC_947,60,30,8,2020,N-,62,101,0.67,2.618,1.03,494.4865218,1.666666667,31.76666667,0.777333333,0.246666667,70,0.085714286,2.133333333,4
284,PI659691,COMBINE_HEGARI,62,18,8,2020,N-,81,95,3.33,2.63,1.02,464.7806993,3.333333333,19.96666667,0.686333333,0.22,95,0.396491228,1.4,3
285,PI659693,IS_2319C,65,6,8,2020,N-,50,58,0.33,2.122,1.05,220.4433236,1.333333333,16.06666667,0.758,0.302666667,51,0.019607843,3,4
286,PI659694,Tortillerio,62,4,8,2020,N-,75,121,0.33,1.968,0.895,371.2467601,1,18.23333333,0.641333333,0.177666667,37,0.144144144,1.033333333,3
287,PI659695,IS_12623C,66,23,8,2020,N-,71,82,0,2.414,1.086,375.5363135,2,21.23333333,0.731333333,0.238333333,57.66666667,0.115606936,2.166666667,3
288,PI659696,SC_720,68,16,8,2020,N-,64,140,0.67,1.77,1.014,415.6406244,0,11.33333333,0.713,0.434333333,47.66666667,0,1.4,3
289,PI659753,IS_5590C,66,9,8,2020,N-,80,150,1,2.341,1.05,644.6147957,4,15.75,0.7235,0.224,99.5,0.291457286,0.6,3
302,PI276837,IS_12661,29,8,6,2020,N-,63,168,1.67,1.517,0.574,268.8988361,0.666666667,17,0.554,0.148333333,42.33333333,0.015748031,1.466666667,3
303,PI329435,Mashila,31,17,6,2020,N-,80,72,0,4.082,1.857,950.6258737,2,18,1.507,0.366,104,0.009615385,2,3
313,PI329440,Mashila,33,4,6,2020,N-,63,78,1.67,1.96,0.93,244.9972599,0,22.56666667,0.793666667,0.324,44,0,0.6,3
323,PI34911,FCI_4201,39,7,6,2020,N-,76,158,2,3.319,1.284,1228.966582,1,18.66666667,0.982,0.303,57,0.01754386,2.466666667,3.333333333
1,PI48770,WHITE_KAFIR,34,1,6,2020,N-,65,NA,1,2.345,1.059,NA,1.666666667,32.5,0.739333333,0.209333333,67,0.009950249,1.766666667,3
11,PI533750,K3_Perimanjial_Irungu_Cholam,37,7,6,2020,N-,60,75,0,2.58,1.364,443.6198999,1.666666667,26.6,0.907666667,0.386,54.33333333,0.09202454,2.266666667,3
17,PI533752,54.K.94,41,13,6,2020,N-,71,95,0.67,2.947,1.316,644.8953884,0,20.76666667,1.009333333,0.359,57,0,1.666666667,4
28,PI533754,SAP-219,33,9,6,2020,N-,60,107,0,2.071,0.965,370.1667625,3.666666667,18.96666667,0.649666667,0.238333333,58.66666667,0.022727273,1.366666667,3.666666667
38,PI533755,Feterita_Gondal,33,17,6,2020,N-,74,83,0,2.687,0.861,374.0776558,0.333333333,17.76666667,0.771666667,0.317333333,58.33333333,0.011428571,1.933333333,3
47,PI533757,Monshal,31,27,6,2020,N-,72,82,0,2.653,1.052,414.5155661,0,17.9,0.789,0.275333333,60.66666667,0.032967033,1.766666667,3
55,PI533758,IS_18684,41,5,6,2020,N-,65,127,0,2.201,0.98,479.8666448,0.666666667,15.5,0.686666667,0.290666667,47.66666667,0.090909091,1.133333333,3
65,PI533759,Mugbash_56/56,32,11,6,2020,N-,61,68,1,2.387,1.053,300.1588348,0,21.96666667,0.700666667,0.238666667,70,0,1.166666667,4
75,PI533760,Zera_Zera_White,30,16,6,2020,N-,65,80,0.33,1.992,1.196,312.6556569,0,12.93333333,0.816333333,0.354333333,52.33333333,0.089171975,1.266666667,3
85,PI533761,SAP-230,37,16,6,2020,N-,69,99,1.33,2.445,1.115,469.7908982,0,21.3,0.846666667,0.317333333,60,0,2.5,3
102,PI533766,No_4_Hadoui,40,7,6,2020,N-,62,82,2,2.027,0.712,223.0171221,1.333333333,28.7,0.562333333,0.203666667,65.66666667,0.005076142,1.866666667,3
113,PI533769,290_Feterita_Shendi_2,29,7,6,2020,N-,58,60,1.33,2.094,1.261,259.7640491,0,19.86666667,0.914666667,0.222,58.33333333,0.022857143,1.566666667,3.333333333
123,PI533776,NA,35,18,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,PI533785,SO_16,38,28,6,2020,N-,64,85,2,2.303,1.017,349.5204219,2,40.1,0.657,0.270333333,71.33333333,0.093457944,3.233333333,4
148,PI533789,Kodilib,30,17,6,2020,N-,73,82,0.67,3.122,0.861,455.9787646,2.333333333,26.06666667,0.579333333,0.197,51,0.032679739,1.966666667,3
162,PI533794,No_5_Gambela,41,2,6,2020,N-,69,88,0.33,2.418,0.954,368.2432653,1.666666667,18.73333333,0.661666667,0.215333333,57.66666667,0.005780347,1.666666667,3
165,PI533799,SAP-404,39,5,6,2020,N-,69,163,0.67,1.815,0.956,475.7527177,3.666666667,14.83333333,0.665666667,0.287,43.66666667,0.038167939,1.466666667,3
176,PI533800,IS_12666C,38,22,6,2020,N-,76,65,0.67,3.223,1.126,445.367831,0,16.33333333,0.792,0.306,56,0.077380952,2.5,3
187,PI533807,SAP-206,40,16,6,2020,N-,69,117,0,2.713,1.091,624.5620476,0,14.33333333,0.965333333,0.479666667,63,0.005291005,1.766666667,3
197,PI533810,Karad_2-7-11,33,24,6,2020,N-,76,70,0.67,2.729,1.337,436.7020972,1.333333333,18.73333333,1.097,0.369,96.66666667,0.013793103,0.833333333,3
215,PI533814,N9_Cherukupatcha_JonNA,39,12,6,2020,N-,73,72,0,2.7,1.396,458.338563,0.333333333,13.53333333,0.904,0.401333333,108,0.021604938,0.666666667,3
224,PI533821,AS4660_Kikuma,34,30,6,2020,N-,73,93,0,2.453,1.207,470.3210828,0,9.833333333,0.669333333,0.310666667,32.33333333,0,1.833333333,3
236,PI533824,Bonkum,41,28,6,2020,N-,69,70,0.33,2.14,1.005,260.089772,1,14.7,0.7135,0.288,66,0,2.25,2.5
246,PI533830,Culum_Brick,39,18,6,2020,N-,62,58,1,2.761,1.259,350.950112,0,11.8,0.854333333,0.386333333,62.33333333,0.064171123,1.7,4
264,PI533833,Sorghum_Soroti,33,15,6,2020,N-,64,85,0.67,2.152,0.843,280.3492472,1,31.6,0.624333333,0.232333333,57,0,4.366666667,3.666666667
273,PI533838,NA,36,9,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,PI533841,ZA41_Danye,32,7,6,2020,N-,69,85,0.67,2.306,0.983,341.6076074,1.333333333,26.93333333,0.727333333,0.25,65,0,0.9,3
291,PI533842,NAndyal,29,24,6,2020,N-,78,74,0.5,3.304,1.625,678.700522,0,18.85,0.991,0.4195,96,0,1,4
292,PI533845,NA,35,13,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,PI533852,Cholia_Talijhari,33,26,6,2020,N-,63,78,1,2.754,1.415,514.0697271,1,10.8,1.058,0.432666667,65.66666667,0,0.933333333,3.333333333
294,PI533855,NA,35,6,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,PI533856,Jola_NAndyal,34,3,6,2020,N-,78,97,1.33,2.721,1.156,541.4644514,2.666666667,19.4,1.025,0.248333333,84,0,1.1,3
296,PI533863,740_Oua_Berr,30,11,6,2020,N-,67,78,1,2.118,0.849,253.2011977,0,23.46666667,0.557666667,0.14,42.66666667,0.0078125,1.933333333,4
297,PI533866,255_Tirter,40,5,6,2020,N-,67,108,1,2.309,1.031,450.0357295,0.666666667,28.9,0.753333333,0.271,67.33333333,0.03960396,2.333333333,3
298,PI533869,Msumbji_SB_117,32,9,6,2020,N-,65,108,1,1.838,0.886,301.8882292,2.333333333,19.86666667,0.626,0.355333333,36,0.018518519,1.7,4
299,PI533876,NA,36,6,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,PI533877,KA_15_Yazgar_Giwa,34,15,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,PI533878,KA_21_Gajerar_Kaura,35,1,6,2020,N-,71,NA,5,3.254,1.337,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,PI533901,A-96,31,19,6,2020,N-,66,85,1,1.916,0.862,245.2379007,0.333333333,22.1,0.630666667,0.228,34.66666667,0.038461538,3.433333333,3.333333333
305,PI533902,Orange_No_l_Baijo,32,15,6,2020,N-,73,72,0.33,3.019,1.244,484.1403064,3,31.83333333,0.849666667,0.305333333,52.33333333,0.031847134,4.133333333,3.333333333
306,PI533903,No_35_Mab,37,23,6,2020,N-,67,77,0,2.959,1.528,588.1433775,0,26.5,0.693666667,0.264333333,68.33333333,0.019512195,1.233333333,4
307,PI533910,Klor,41,23,6,2020,N-,63,75,0.67,2.632,0.926,344.2759073,1,23.73333333,0.458,0.261333333,41.66666667,0,2.233333333,3.333333333
308,PI533911,NA,35,12,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,PI533912,Mendo,39,27,6,2020,N-,49,90,1,1.536,0.98,220.0877917,2,18.3,0.799666667,0.222,48,0,1.666666667,3
310,PI533913,Nyan_Dok,41,29,6,2020,N-,63,79,2,2.679,1.01,393.380749,2.666666667,11.46666667,0.645,0.473,39.33333333,0,7.266666667,3
311,PI533915,No_755_Muzeba,34,11,6,2020,N-,62,131,0.33,2.218,1.012,511.7652573,0.666666667,23.66666667,0.759333333,0.236666667,35.66666667,0,2.2,4
312,PI533919,R14,40,20,6,2020,N-,65,80,0.33,2.992,1.508,613.1105407,1.666666667,29.26666667,1.003333333,0.430333333,88.33333333,0,1.666666667,3.333333333
314,PI533921,NA,32,3,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,PI533924,R3121,40,28,6,2020,N-,73,60,0.33,2.889,1.227,377.4790388,2,19.26666667,0.814333333,0.365666667,50.33333333,0.013245033,2.433333333,3
316,PI533927,JATS_67,37,31,6,2020,N-,69,178,2,2.014,1.111,663.6223015,4,22.73333333,0.880333333,0.461333333,53.66666667,0.01863354,3.066666667,3.666666667
317,PI533936,1903_AS_4633,38,12,6,2020,N-,65,90,1,2.363,0.617,277.9447599,1,16.23333333,0.400666667,0.292333333,53.66666667,0,1.566666667,3.333333333
318,PI533937,AS_4136_Masaka_Luwemba,38,14,6,2020,N-,61,98,0,2.427,1.08,450.0473267,0.333333333,22.36666667,0.696333333,0.284666667,50.66666667,0.013157895,1.733333333,3
319,PI533938,AS_5826_Holcus,29,16,6,2020,N-,56,161,0,2.033,0.89,512.6528664,0,18.03333333,0.728333333,0.208,65,0,1.533333333,3
320,PI533939,AS_4055_N_Kambwa,34,17,6,2020,N-,65,156,0.33,1.877,1.112,535.3631923,0,18,0.834,0.229333333,44,0,1,3.333333333
321,PI533940,AS_4601_Pawaga,38,21,6,2020,N-,63,108,0,1.968,0.797,304.8600031,4,18.9,0.663,0.224666667,39,0,0.866666667,3
322,PI533943,AS_2613_NT,39,16,6,2020,N-,65,82,0,2.527,1.363,472.7305163,0,21.6,0.958,0.306,116,0.014367816,2,3.333333333
324,PI533948,Nebraska_6350,32,24,6,2020,N-,63,81,0,2.179,1.081,325.2664805,0.666666667,21.83333333,0.621333333,0.319,52,0,2.066666667,3.666666667
325,PI533949,Maja_Abiad_Q2/2/68,37,22,6,2020,N-,62,88,0,1.808,0.88,239.7698361,0.333333333,18.86666667,0.595333333,0.25,51.33333333,0.006493506,2.3,3
326,PI533954,NA,36,23,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,PI533955,P_3749_Q2/5/62,35,20,6,2020,N-,63,128,3.33,1.935,0.83,363.8324525,1,16.7,0.587333333,0.264333333,90.33333333,0.007380074,1.3,3.333333333
328,PI533956,Sweet_S_Jones,32,29,6,2020,N-,60,128,0.67,1.612,0.841,292.4979585,0,15.76666667,0.589333333,0.245666667,38.66666667,0.103448276,1.9,3
329,PI533957,MN_707_,37,25,6,2020,N-,61,79,0.33,2.423,1.055,355.9194366,1.333333333,4.8,0.528333333,0.344,27.33333333,0.012195122,7.2,4
330,PI533961,Wit_Lichtenburg_DL/59/1530,33,20,6,2020,N-,71,81,2.5,2.48,1.121,392.8865927,1,16.7,0.8,0.3,58,0,1.6,4
331,PI533962,Malwal_Aweil,32,28,6,2020,N-,67,137,1.67,2.044,0.814,412.3141522,1,15.43333333,0.633666667,0.229,54,0.012345679,0.9,3
332,PI533964,Safara_Kordafan,33,3,6,2020,N-,71,80,2.33,3.604,1.137,642.4049497,0.333333333,13.4,0.904,0.365666667,59,0.050847458,2.033333333,3
333,PI533965,SAP-148,29,12,6,2020,N-,69,89,1.33,2.25,0.815,304.3400928,1,15.76666667,0.673333333,0.299,57,0.046783626,1.533333333,3
334,PI533967,SB-283,38,32,6,2020,N-,NA,NA,1.5,2.839,1.054,NA,2,18.5,0.794,0.243,69,0.007246377,0.8,3
335,PI533970,2033Z-3,39,13,6,2020,N-,72,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,PI533972,Dobbs,40,2,6,2020,N-,73,91,0.67,2.654,1.033,454.4887379,1,12.93333333,0.884666667,0.380333333,48.66666667,0.068493151,2.233333333,3.333333333
337,PI533976,Framiola_DL/59/1539,29,9,6,2020,N-,63,68,0.33,2.308,1.232,324.3324792,0,22.8,0.898333333,0.293666667,55,0,2.233333333,3.333333333
338,PI533979,Bulfontein_White_Kafir_Corn_DL/60/133,30,8,6,2020,N-,56,83,0.67,1.703,0.808,196.8063876,0.333333333,18.53333333,0.638,0.287666667,52,0,2.233333333,3
339,PI533980,SAP-275,38,25,6,2020,N-,69,75,0,2.656,1.079,386.4526722,1,23.6,0.657666667,0.262,68,0.06372549,1.5,3.666666667
340,PI533985,NA,36,28,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,PI533986,Huria_White_621,35,2,6,2020,N-,69,101,1.67,3.197,1.293,751.6736215,0,23.2,0.977,0.232,63,0,1.65,4
342,PI533987,Kireniga_317,31,23,6,2020,N-,62,78,0,1.89,0.915,231.2957141,0,18.66666667,0.464666667,0.215666667,43.66666667,0.030534351,1.166666667,4
343,PI533989,NA,36,4,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,PI533991,Sinidyil_177,30,4,6,2020,N-,63,120,0.67,2.267,1.063,499.7815862,0,18.2,0.858,0.324333333,66,0,1.5,3
3,PI533996,Hamaisi_38,32,30,6,2020,N-,66,81,0,2.305,1.124,359.2186469,0,16.8,0.815333333,0.408333333,60.66666667,0.054945055,1.366666667,3
4,PI533997,MN_1592,32,8,6,2020,N-,59,145,0.33,1.592,1.011,379.4053757,1,9.166666667,0.838,0.425333333,57.66666667,0.011560694,3.133333333,3
5,PI533998,Brawley,37,20,6,2020,N-,75,81,1,2.938,0.884,419.9177112,3.666666667,6.933333333,0.312,0.282333333,19.66666667,0,2.9,3.333333333
6,PI534009,Yerra_JonNA_Goda,40,25,6,2020,N-,79,92,0,2.568,0.982,425.0147557,4,19.96666667,0.757,0.247333333,126,0.018518519,0.933333333,3.333333333
7,PI534021,Jola_NAndyal,31,11,6,2020,N-,80,80,0,2.246,0.961,305.8164725,3.333333333,20.1,0.711,0.283333333,88.66666667,0.022556391,1.2,3
8,PI534037,6428_Sian,30,28,6,2020,N-,64,128,3.33,1.808,0.888,351.1688684,2,8.2,0.656333333,0.325666667,45,0.192592593,2.3,3
9,PI534046,420_Kalatilansa,40,21,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,PI534047,450_Bori_Light_Brown,34,29,6,2020,N-,50,73,0.67,1.752,0.796,177.3818148,1,29.23333333,0.697,0.241,48.66666667,0.047945205,1.7,3
12,PI534053,T_28,29,20,6,2020,N-,73,81,1,2.828,1.099,458.8346103,0,18.96666667,0.682,0.246,61,0,0.866666667,4
13,PI534054,194_Kano,32,21,6,2020,N-,71,75,0,2.759,1.121,417.0479558,1,17.1,0.683666667,0.344666667,78.66666667,0.021186441,1.566666667,3
14,PI534063,BO_36,33,11,6,2020,N-,59,120,1,1.489,0.801,239.6871201,3.333333333,32.06666667,0.584666667,0.181333333,59.33333333,0.011235955,1.566666667,3
15,PI534070,BE_25,33,22,6,2020,N-,56,72,0.67,2.157,1.065,282.2851812,1,30.96666667,0.539,0.240333333,41,0.024390244,4.6,4
16,PI534096,NA,36,9,6,2020,N-,NA,NA,NA,NA,NA,NA,0,19.26666667,0.815,0.295333333,61.66666667,0,1.4,3.666666667
18,PI534097,HC_6028,40,19,6,2020,N-,64,72,1.33,2.511,0.831,289.1945236,0.666666667,10.9,0.547333333,0.394666667,44.66666667,0,2.466666667,4
19,PI534099,A_84,40,22,6,2020,N-,66,85,2.67,2.719,1.18,481.0873938,1,18.53333333,0.857,0.369666667,60.66666667,0,1.866666667,3
20,PI534101,A-106,36,26,6,2020,N-,69,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,PI534104,EC_21360_G29,35,11,6,2020,N-,NA,78,2,2.821,1.33,505.0904898,2,16.9,0.705,0.337,53,0,1,4
22,PI534105,EC_21361_G30,38,9,6,2020,N-,65,83,0.33,2.118,0.956,293.3264834,0.333333333,17.1,0.676,0.322,65,0.051282051,1,3
23,PI534108,EC_21428_SB_63,36,11,6,2020,N-,64,112,1.33,2.669,1.136,602.3226928,0.333333333,13.2,0.818333333,0.505,55,0.018181818,2.033333333,3.666666667
24,PI534112,EC_21463_STR_5/1,34,14,6,2020,N-,72,83,1,2.391,1.086,375.5435828,1,14.7,0.978666667,0.388,54,0,1.766666667,3
25,PI534114,Accho_Karuho,41,15,6,2020,N-,73,80,0,2.233,0.788,264.849853,0.333333333,19.6,0.645,0.181666667,56.33333333,0.017751479,1.833333333,3
26,PI534115,Akwu,31,12,6,2020,N-,62,97,0,2.389,1.32,509.5069457,1.333333333,13.43333333,0.892,0.455333333,67,0,1.2,3
27,PI534116,Mashica,38,20,6,2020,N-,63,87,2.33,2.522,0.934,379.3441143,3,29.03333333,0.532,0.204666667,49,0,4.966666667,4
29,PI534117,Mashica,37,18,6,2020,N-,59,80,0,2.564,1.317,456.9077268,0.666666667,14.73333333,0.836333333,0.252666667,53,0,1.6,3
30,PI534123,No_25_Gobo_Kaichama,39,19,6,2020,N-,63,95,0,2.215,1.027,374.5607112,1.333333333,23.03333333,0.541666667,0.258666667,49.33333333,0.074324324,4.6,4
31,PI534124,No_28_,29,10,6,2020,N-,63,105,3,3.992,1.595,1208.112581,2,19,0.789,0.609,45,0.133333333,4.1,3
32,PI534127,No_37_,41,7,6,2020,N-,67,142,0.67,2.418,0.914,577.0505067,1.333333333,18,0.753666667,0.275333333,56.66666667,0.047058824,3.466666667,3
33,PI534128,No_65_,37,13,6,2020,N-,73,110,0,2.125,0.971,394.876273,3,12.26666667,0.732,0.320333333,56.33333333,0.023668639,1,3
34,PI534132,NA,35,24,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,PI534133,No_69,30,9,6,2020,N-,69,92,0,2.667,1.16,501.7830184,0,19.36666667,0.866,0.228666667,96,0.027777778,2.433333333,3.333333333
36,PI534135,No_64,36,20,6,2020,N-,67,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,PI534137,NA,36,7,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,PI534138,Matchikah,29,17,6,2020,N-,71,87,1.5,3.152,1.173,594.4728117,1,21.65,0.785,0.284,37.5,0,1.05,3
40,PI534139,NA,29,21,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,PI534144,Kabutuwa,40,4,6,2020,N-,NA,183,1,2.324,1.093,802.7753584,0,4.7,0.737,0.504,46,0.065217391,0.933333333,3
42,PI534145,No_902_Sorghum_arundi,40,9,6,2020,N-,55,98,1,1.733,0.73,220.5559838,1,38.6,0.359333333,0.149,35,0.038095238,1.666666667,3.333333333
43,PI534148,R1_21,29,11,6,2020,N-,69,101,0,2.512,0.987,454.8425561,2.333333333,22.93333333,0.759333333,0.344,57.66666667,0.069364162,2.4,3
44,PI534155,R3_80,34,6,6,2020,N-,71,98,0,2.482,1.119,475.2045995,2.333333333,21.9,0.891,0.312,48,0.090277778,2.533333333,3
45,PI534157,R4_B1,29,23,6,2020,N-,66,97,0.33,2.762,1.169,556.4024343,1,14.56666667,0.706,0.570666667,47.33333333,0,2.3,4
46,PI534163,Rexx,30,29,6,2020,N-,73,79,3,3.241,1.007,508.2199884,1,13.95,0.7655,0.531,57.5,0,2.25,3
48,PI542406,R_LINE_AR2002,39,9,6,2020,N-,80,160,2.33,1.474,0.714,288.7004684,4,22.8,0.448,0.128,54,0.024691358,1.433333333,3
49,PI542718,SAN_CHI_SAN,32,26,6,2020,N-,61,160,0,1.791,1.03,487.8893804,0.333333333,20.2,0.822,0.170333333,87.66666667,0,0.9,3.666666667
50,PI548797,Tx2891,38,23,6,2020,N-,72,89,1,2.405,0.925,362.0411556,0.333333333,23.4,0.629666667,0.192666667,47.66666667,0.062937063,1.033333333,3.666666667
51,PI552861,A/BTx631,31,3,6,2020,N-,64,95,0,1.941,0.908,289.5389738,0.333333333,31.23333333,0.739,0.166666667,59.66666667,0.027932961,2.5,3.666666667
52,PI561072,A/BTxARG-1,34,8,6,2020,N-,69,92,1.5,3.22,1.348,711.6734779,3,24,0.875333333,0.276666667,60.66666667,0.016483516,2.666666667,3.333333333
53,PI561073,A/BTx635,31,15,6,2020,N-,76,120,0.67,2.638,1.019,589.0452604,0.666666667,18.13333333,0.756333333,0.247333333,33.66666667,0.04950495,1.866666667,3.666666667
54,PI561472,NA,35,27,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,PI564163,NA,36,15,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,PI564163,NA,46,14,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,PI564163,NA,36,11,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,PI564163,NA,36,10,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,PI564163,NA,36,5,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,PI564163,BTx623,33,32,6,2020,N-,NA,NA,0,2.396,0.975,NA,1,22.3,0.72,0.239,60,0,1,3
,PI564163,BTx623,29,31,6,2020,N-,69,95,0.33,2.869,1.191,579.9296282,0,23.56666667,0.720333333,0.295333333,53.33333333,0,2.166666667,4
,PI564163,BTx623,30,31,6,2020,N-,65,89,0,2.734,1.14,494.9276172,0,26.26666667,0.745333333,0.239,62.33333333,0.021390374,1.566666667,4
,PI564163,BTx623,38,31,6,2020,N-,68,108,0,2.875,1.254,685.9110515,0.333333333,26.13333333,0.790666667,0.313666667,68.33333333,0,1.833333333,4
,PI564163,BTx623,38,30,6,2020,N-,67,100,0.33,2.154,0.83,326.7229129,0,22.26666667,0.548666667,0.256666667,49.66666667,0,1.6,3.666666667
,PI564163,BTx623,32,27,6,2020,N-,69,90,0.33,2.726,1.046,469.6078454,0,25.1,0.745,0.291,56,0.005952381,0.833333333,4
,PI564163,BTx623,37,29,6,2020,N-,62,112,0.33,2.154,0.957,404.6687126,0.666666667,26.9,0.684,0.252,53,0,1.5,4
,PI564163,BTx623,41,26,6,2020,N-,60,95,0.33,2.468,1.025,429.2836227,0,26.76666667,0.68,0.275,60,0.005555556,1.4,4
,PI564163,BTx623,30,27,6,2020,N-,66,92,0.67,2.898,1.012,509.4972086,0,23.6,0.8395,0.3295,63,0,1.65,4
,PI564163,BTx623,37,27,6,2020,N-,65,93,0.33,2.963,1.248,611.8041505,0.333333333,27.23333333,0.807,0.338333333,62,0,2.333333333,3.333333333
,PI564163,BTx623,30,26,6,2020,N-,63,100,0,1.984,0.828,293.0280751,0,26.93333333,0.592666667,0.23,53.33333333,0,1.133333333,3.666666667
,PI564163,BTx623,34,24,6,2020,N-,62,95,0,2.51,1.123,468.4727658,0.666666667,27.13333333,0.712666667,0.336333333,58.33333333,0,1.6,4
,PI564163,BTx623,31,25,6,2020,N-,63,100,0,2.227,0.847,346.1515167,0,26.5,0.551,0.257333333,58,0.005747126,1.6,3.333333333
,PI564163,BTx623,36,25,6,2020,N-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,PI564163,BTx623,30,24,6,2020,N-,65,97,0.33,2.858,1.25,609.9937269,0.333333333,28.73333333,0.762333333,0.314666667,62.33333333,0.005347594,1.966666667,3.666666667
,PI564163,BTx623,30,22,6,2020,N-,66,87,0.67,2.042,0.803,259.0485302,0,24.76666667,0.517333333,0.227666667,54.66666667,0.036585366,0.966666667,3.333333333
,PI564163,BTx623,41,20,6,2020,N-,66,108,0.33,2.396,1.014,466.1642578,0,26.6,0.663666667,0.279,58.33333333,0.017142857,1.533333333,3.666666667
,PI564163,BTx623,39,21,6,2020,N-,62,98,0,2.341,1.057,423.2084604,0.666666667,27.4,0.757333333,0.309,57.66666667,0,1.9,4
,PI564163,BTx623,33,18,6,2020,N-,66,102,0.33,2.309,0.95,400.7715245,0,24.86666667,0.672,0.276333333,55.66666667,0.017964072,1.4,3.666666667
,PI564163,BTx623,34,18,6,2020,N-,64,101,0,2.211,0.927,368.7627732,0,25.96666667,0.642666667,0.267666667,57.66666667,0.028901734,1.7,4
,PI564163,BTx623,32,17,6,2020,N-,67,109,0.67,2.631,1.097,561.3170982,0,26.86666667,0.817666667,0.236,59.33333333,0,2,3.666666667
,PI564163,BTx623,40,17,6,2020,N-,63,109,1,2.168,0.889,376.6756175,0,27,0.674,0.239666667,58.66666667,0,1.9,4
,PI564163,BTx623,29,15,6,2020,N-,63,110,0.33,2.056,0.875,351.0111181,0,27.96666667,0.682333333,0.239,63.33333333,0.010526316,1.133333333,3.666666667
,PI564163,BTx623,39,15,6,2020,N-,62,92,0,2.193,1.005,352.4951588,0,28.16666667,0.735333333,0.245666667,62.33333333,0,1.233333333,4
